,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_dlcrnetms5_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000
,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,topbackleftP,topbackleftP,topbackleftP,topbackrightP,topbackrightP,topbackrightP,topfrontleftP,topfrontleftP,topfrontleftP,topfrontrightP,topfrontrightP,topfrontrightP,bottombackleftP,bottombackleftP,bottombackleftP,bottombackrightP,bottombackrightP,bottombackrightP,bottomfrontleftP,bottomfrontleftP,bottomfrontleftP,bottomfrontrightP,bottomfrontrightP,bottomfrontrightP
,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,608.455404,130.1218956,1,533.4299724,166.1350046,1,473.755,255.716,0.999289989,463.971,291.681,0.999989986,1558.028,219.743,0.999979973,1635.376,191.071,0.999920011,1684.169,155.737,0.999890029,1717.053956,137.684,1,1649.245,611.95,0.999989986,1587.758,652.748,0.999849975,1534.279,686.446,0.999939978,1513.425,703.689,0.999979973,698.519,283.064,0.999450028,771.903,273.794,0.999679983,828.604,244.272,0.995239973,847.64,227.563,0.999960005,1022.941,351.321,0.999989986,1070.69,287.713,0.999660015,1136.547,244.723,1,1157.943,244.035,1,1475.154,440.386,0.999989986,1538.083,476.533,1,1582.594,509.812,0.999960005,1610.406,513.663,0.999859989,1412.849,325.112,0.999909997,1491.193,341.601,0.999719977,1591.649,318.006,0.999920011,1616.519,303.972,0.999949992,909.8109426,111.7118956,1,831.934,137.303,0.999719977,744.872,156.509,0.999279976,734.598,161.895,0.998960018,161.875,118.055,0.999159992,2069.066,134.986,0.976999998,235.954,180.292,0.951789975,1909.191,189.044,0.987709999,215.69,843.405,0.999880016,1978.523,811.221,0.982039988,268.775,796.607,0.964330018,1868.949,773.238,0.981320024
1,608.2481649,133.4213434,1,537.744761,171.1338956,1,473.912,255.716,0.999880016,473.764,291.681,0.998870015,1558.028,219.782,0.999989986,1635.376,191.105,0.999719977,1688.63,164.212,0.999670029,1710.455061,142.1276566,1,1655.763,611.95,0.999989986,1592.363,652.748,0.99950999,1540.391,686.446,0.999960005,1521.932,703.689,0.999970019,699.956,283.064,0.999220014,772.485,274.4,0.999870002,832.874,256.287,0.999650002,848.333,230.718,0.999979973,1022.941,356.1,0.999870002,1070.91,290.017,0.999239981,1136.547,244.723,0.999970019,1157.943,244.035,1,1475.154,440.386,0.999949992,1538.083,476.533,0.999989986,1582.594,509.812,0.999970019,1610.406,519.598,0.999989986,1412.849,325.112,0.999859989,1496.1,342.64,0.997590005,1591.649,319.01,0.999989986,1616.519,304.125,0.999970019,919.7092861,108.4124478,1,831.934,137.303,0.999279976,744.872,156.509,0.998290002,734.598,161.895,0.999220014,161.886,118.218,0.998399973,2069.066,135.464,0.989759982,236.019,180.292,0.968569994,1917.532,189.164,0.975449979,216.366,843.827,0.999960005,1978.691,811.359,0.975220025,268.884,797.043,0.978929996,1869.03,773.238,0.987460017
2,610.1947912,132.0025219,1,537.744761,172.0318956,1,473.912,255.716,0.999490023,480.457,291.681,0.999880016,1558.028,223.559,0.999989986,1635.376,191.969,0.999949992,1689.149,165.994,0.999979973,1703.856165,146.0506263,1,1665.681,611.95,1,1600.544,652.748,0.999899983,1547.481,686.446,0.999939978,1524.849,703.689,0.999960005,700.487,283.192,0.999440014,772.578,275.987,0.999979973,836.437,261.456,0.999970019,849.069,237.159,0.999989986,1022.941,362.506,0.999970019,1070.99,299.814,0.998380005,1136.547,246.773,0.999930024,1157.943,244.035,0.999989986,1475.154,440.386,0.999979973,1538.083,476.533,1,1582.594,509.812,0.999970019,1610.406,519.598,1,1412.849,325.112,0.999979973,1496.444,342.64,0.985279977,1592.087,323.467,0.999989986,1616.519,305.308,0.999970019,931.3495825,109.8734478,1,835.964,137.303,0.997940004,748.337,158.324,0.910019994,738.438,161.895,0.961709976,161.943,118.256,0.998239994,2069.066,135.464,0.990029991,236.743,186.946,0.960420012,1917.532,189.563,0.979330003,216.366,843.827,0.999949992,1978.691,811.407,0.970640004,268.94,797.043,0.979040027,1869.119,773.238,0.987590015
3,555.457,170.56,0.445439994,554.247,172.157,0.218820006,473.912,251.718,0.999909997,480.457,287.881,0.999920011,1556.517,223.857,0.999989986,1632.016,192.273,0.999949992,1688.63,168.18,0.999769986,1718.508661,150.4560032,1,1665.681,607.664,1,1609.442,650.06,0.999769986,1555.614,683.337,0.999989986,1533.39,700.775,0.999979973,701.772,283.192,0.999230027,773.065,276.488,0.999830008,838.476,266.835,0.99950999,855.514,241.114,0.999989986,1019.77,365.048,0.999960005,1070.99,304.536,0.998629987,1129.756,246.773,0.997730017,1154.311,235.809,0.999939978,1472.213,438.781,1,1535.47,471.726,1,1581.376,507.401,0.999960005,1604.943,519.598,1,1409.575,323.248,0.999989986,1496.1,341.601,0.994279981,1591.649,338.902,0.995100021,1613.164,305.308,1,916.739,,,842.631,,,761.225,158.324,,738.438,,,161.886,118.256,0.998579979,2069.039,135.464,0.988969982,236.019,180.292,0.952549994,1917.336,189.164,0.983650029,216.373,843.854,0.999939978,1978.691,811.43,0.974640012,268.94,797.043,0.976899981,1869.455,773.102,0.992560029
4,555.457,170.56,0.165189996,555.688,172.157,0.177829996,473.644,247.041,1,480.457,282.184,0.999930024,1555.282,226.471,1,1628.598,195.377,0.999610007,1688.63,168.723,0.998939991,1712.643994,150.4560032,1,1665.681,598.555,0.999989986,1617.556,649.808,0.998449981,1560.92,676.877,1,1542.089,700.427,1,702.012,283.728,0.99940002,773.065,277.113,0.999949992,841.253,272.308,0.999939978,860.819,249.964,0.999989986,1019.276,369.763,0.999939978,1070.69,305.548,0.999849975,1128.815,246.773,0.999319971,1147.211,235.809,0.999989986,1471.873,434.169,1,1533.368,469.184,1,1576.326,501.523,0.999989986,1602.132,519.309,0.999989986,1408.382,322.165,0.999989986,1494.778,340.788,0.999029994,1589.935,340.623,0.976790011,1609.237,317.992,1,935.8073165,107.257,1,842.631,133.61,0.993130028,761.225,156.509,0.855549991,,155.668,0.698909998,161.886,118.218,0.998669982,2069.031,135.373,0.988290012,235.954,180.19,0.952359974,1917.243,189.246,0.981140018,216.373,843.854,0.999949992,1973.696,811.783,0.97487998,268.884,796.98,0.976339996,1869.455,773.072,0.991720021
5,629.2526638,129.8090032,1,557.003,172.157,0.597389996,473.644,244.173,1,477.548,277.847,0.999909997,1555.081,228.322,1,1625.792,197.888,0.998170018,1686.375,175.89,0.991169989,1713.244999,169.0196669,1,1660.763,588.002,0.999989986,1629.537,644.764,0.939639986,1566.808,670.301,0.999909997,1544.925,685.668,0.999970019,703.604,284.921,0.999319971,774.396,277.113,0.999970019,841.253,272.459,1,863.66,257.128,0.999939978,1016.811,376.031,0.999970019,1068.107,311.488,0.999750018,1128.676,250.604,0.997240007,1143.486,235.809,0.999970019,1467.55,429.972,0.999989986,1529.425,464.553,0.999979973,1576.08,498.87,0.999979973,1598.454,517.544,0.999989986,1400.106,321.457,0.999840021,1494.778,339.977,0.998709977,1578.774,354.53,0.999260008,1609.033,328.053,0.999989986,948.25,107.257,0.141399994,878.343,132.677,0.995490015,788.669,162.356,0.991230011,748.301,155.668,,161.916,118.152,0.998629987,2069.031,135.338,0.988820016,236.019,180.19,0.953180015,1917.243,189.246,0.948689997,216.361,844.127,0.999960005,1973.681,811.783,0.987760007,268.915,796.858,0.975220025,1869.455,773.072,0.99101001
6,638.049663,135.6736693,1,548.1803362,178.0896661,1,473.644,244.044,0.999989986,474.6,274.77,0.999849975,1553.317,229.126,0.999989986,1625.062,202.045,0.999100029,1684.309,176.261,0.999909997,1710.312666,166.0873339,1,1658.949,577.007,0.999989986,1640.379,643.973,0.997160017,1575.403,666.784,0.999979973,1554.19,671.444,0.999890029,703.604,288.041,0.999480009,774.63,277.113,0.999979973,841.253,275.568,0.999989986,865.941,264.93,0.999989986,1012.117,378.845,0.999989986,1067.725,317.975,0.999849975,1126.349,259.299,0.930140018,1143.486,240.233,0.999970019,1462.427,424.829,0.999989986,1526.836,462.456,0.999989986,1575.839,493.717,0.999819994,1595.082,512.487,1,1393.413,321.298,0.999989986,1493.426,337.62,0.998139977,1574.464,356.508,0.996819973,1605.356,339.137,1,948.25,106.574,,878.343,,,788.669,,,765.8949984,161.5326661,1,161.847,118.116,0.998290002,2069.035,135.215,0.988059998,236.301,187.013,0.951319993,1916.762,189.246,0.971669972,216.357,844.296,0.999960005,1973.681,811.818,0.991429985,268.86,796.858,0.973150015,1869.432,773.102,0.990660012
