,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000,DLC_resnet50_DLC_2-2_4P_8F_Light_VentralMay10shuffle1_100000
,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,head,head,head,midline2,midline2,midline2,tailbase,tailbase,tailbase,tailtip,tailtip,tailtip,topbackleftP,topbackleftP,topbackleftP,topbackrightP,topbackrightP,topbackrightP,topfrontleftP,topfrontleftP,topfrontleftP,topfrontrightP,topfrontrightP,topfrontrightP,bottombackleftP,bottombackleftP,bottombackleftP,bottombackrightP,bottombackrightP,bottombackrightP,bottomfrontleftP,bottomfrontleftP,bottomfrontleftP,bottomfrontrightP,bottomfrontrightP,bottomfrontrightP
,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,746.351,673.045,0.999870002,671.231,607.865,0.998960018,600.997,539.175,0.999979973,586.419,513.134,0.999989986,889.529,275.489,0.999989986,821.906,295.815,0.999949992,757.359,312.485,0.999960005,727.135,315.948,0.999989986,1070.309,307.851,0.999989986,1007.162,287.578,0.997309983,933.047,276.684,0.999979973,902.507,265.269,0.999679983,1098.94,163.498,0.999979973,1019.229,168.868,0.999989986,936.955,168.368,0.999759972,905.235,172.582,0.999979973,974.815,512.893,0.999989986,905.813,508.602,0.999979973,835.672,505.873,1,808.184,486.801,1,615.571,556.592,0.997829974,546.556,566.082,0.999830008,467.138,556.281,0.999989986,432.361,534.873,0.999939978,496.816,347.088,0.991680026,557.501,370.586,0.998629987,615.209,398.033,0.999329984,645.583,398.419,0.999549985,1041.407,380.896,0.991150022,1121.912,380.424,0.991230011,1198.49,380.333,0.981869996,1224.676,376.397,0.999390006,185.495,790.878,0.999989986,1622.097,768.844,0.999979973,221.955,185.18,1,1647.227,181.812,1,117.172,834.002,0.999989986,1731.73,809.749,0.999979973,142.006,118.249,1,1755.158,128.65,1
1,750.438,677.915,0.999920011,675.844,608.429,0.998409986,604.152,542.639,0.997550011,588.299,528.869,0.964749992,890.752,275.489,0.999989986,824.192,295.815,0.999710023,762.063,313.094,0.999870002,732.5,317.017,0.999989986,1076.247,309.455,0.999960005,1012.697,290.266,0.99883002,937.268,277.854,0.999979973,903.792,275.486,0.999870002,1099.349,163.498,0.999949992,1025.788,168.868,0.999989986,940.517,168.456,0.999790013,910.362,173.95,0.999559999,980.011,513.083,0.999989986,909.884,509.134,0.999909997,840.341,510.252,0.999989986,810.652,491.932,0.999970019,621.138,556.592,0.99703002,551.233,566.082,0.999360025,468.702,559.177,0.999970019,433.084,536.95,0.99980998,496.816,347.088,0.994180024,557.501,370.586,0.997900009,615.209,398.698,0.999710023,645.583,400.54,0.999849975,1041.407,380.896,0.97665,1121.912,381.77,0.997730017,1198.49,381.105,0.951240003,1224.676,376.397,0.99980998,185.524,790.878,0.999989986,1622.214,768.844,0.999989986,221.995,185.876,1,1647.288,181.848,1,117.201,834.002,0.999979973,1731.797,809.978,0.999970019,142.051,118.441,1,1755.256,128.974,1
2,754.944,683.566,0.999989986,679.67,610.787,0.998749971,610.255,550.728,0.975989997,588.812,536.629,0.852090001,896.815,275.489,1,828.935,295.815,0.999689996,764.468,313.417,0.999930024,733.641,317.129,0.999989986,1079.88,309.9,0.999970019,1017.803,291.258,0.998939991,946.375,277.991,0.999989986,909.889,278.968,0.999970019,1104.371,163.498,0.999989986,1029.986,168.868,0.999989986,947.007,168.499,0.999759972,911.14,173.95,0.998090029,983.68,513.844,0.999970019,915.195,509.325,0.999939978,842.9,511.756,0.999979973,811.463,497.881,0.999979973,632.433,557.14,0.999180019,555.626,566.16,0.999100029,472.219,559.413,0.999859989,435.318,544.142,0.999849975,496.816,347.403,0.994979978,557.501,370.586,0.997120023,615.209,398.698,0.998369992,645.583,401.961,0.997990012,1041.407,380.896,0.995130002,1121.912,381.809,0.995739996,1198.49,381.105,0.99150002,1224.676,376.397,0.999499977,185.792,790.951,0.999989986,1622.272,768.844,0.999989986,221.995,185.876,1,1647.602,181.848,1,117.201,834.002,0.999970019,1731.797,809.978,0.999979973,142.051,118.502,1,1755.256,128.99,1
3,760.141,690.178,0.999960005,685.139,614.799,0.990050018,611.138,555.16,0.997309983,588.299,547.268,0.972000003,898.771,274.227,0.999989986,831.491,295.746,0.999660015,766.428,314.23,0.999880016,737.048,320.593,0.999949992,1083.35,311.326,0.999989986,1023.345,292.318,0.999530017,947.561,277.991,1,912.181,282.335,0.999989986,1107.734,163.498,0.999989986,1033.358,168.437,0.999989986,950.537,169.767,0.999719977,913.951,172.582,0.995169997,987.082,514.316,0.999989986,920.187,509.134,0.999790013,845.628,514.62,0.999979973,812.273,502.251,0.999970019,637.898,556.592,0.999909997,559.789,566.082,0.998709977,476.201,563.149,0.999949992,438.693,549.707,0.999970019,492.22,347.911,0.984499991,549.267,366.794,0.996200025,609.271,398.033,0.999069989,640.096,403.501,0.999100029,1038.452,379.924,0.996190012,1117.81,383.959,0.982299984,1190.923,381.105,0.992600024,1222.356,374.762,0.999790013,185.792,790.951,0.999989986,1622.367,768.844,1,222.026,185.948,1,1647.663,181.848,1,117.201,834.002,0.999979973,1731.808,810.02,0.999979973,142.07,118.502,1,1755.256,129.174,1
4,763.426,690.901,1,693.684,624.399,0.998019993,621.035,565.204,0.996500015,588.299,547.871,0.963769972,899.797,273.535,0.999989986,833.95,294.896,0.999830008,770.581,314.262,0.999979973,741.084,321.261,0.999979973,1084.491,314.332,0.999970019,1025.033,292.447,0.999409974,952.927,277.854,0.999989986,915.555,283.268,1,1111.437,163.498,0.999979973,1039.482,168.044,0.999989986,952.987,169.946,0.998820007,919.272,172.582,0.998340011,989.606,515.467,1,925.062,509.134,0.999989986,851.032,516.314,1,814.924,510.08,0.999970019,642.19,556.592,0.999880016,563.935,565.957,0.999390006,479.848,566.489,0.999949992,439.468,552.119,0.999970019,483.355,347.403,0.988740027,543.131,362.56,0.999339998,603.366,395.133,0.999530017,631.779,404.62,0.999830008,1036.911,379.463,0.99289,1115.643,383.959,0.994629979,1189.617,381.105,0.989570022,1217.996,372.236,0.999499977,185.825,790.951,0.999989986,1622.642,768.844,0.999989986,222.026,185.876,1,1647.74,181.848,1,117.201,834.001,0.999970019,1731.808,810.02,0.999970019,142.07,118.441,1,1755.291,129.157,1
5,766.763,695.766,0.999909997,700.076,630.108,0.998440027,625.426,567.956,0.999390006,588.812,563.779,0.863560021,902.568,273.535,0.999769986,834.96,294.068,0.99970001,775.141,314.262,0.999920011,743.653,322.502,0.999970019,1090.243,314.385,0.999960005,1026.377,293.678,0.999599993,956.436,277.66,0.999989986,921.143,283.268,0.999989986,1115.797,164.5,0.999949992,1045.025,167.868,1,955.102,170.401,0.999199986,923.881,173.95,0.997979999,993.598,516.669,0.999960005,927.429,509.245,0.999989986,854.202,516.314,0.999960005,817.438,513.513,0.999920011,646.794,557.14,0.999960005,566.95,564.225,0.998979986,481.785,567.031,0.999930024,445.141,553.222,0.999849975,480.323,346.549,0.980929971,538.186,361.351,0.999339998,600.922,394.448,0.999650002,626.949,406.7,0.999090016,1035.027,374.68,0.982770026,1108.517,383.959,0.973389983,1188.659,381.38,0.988349974,1212.552,372.236,0.999279976,186.033,790.951,0.999989986,1622.673,768.928,0.999989986,222.026,185.654,1,1647.74,181.939,1,117.509,834.001,0.999989986,1731.774,810.02,0.999970019,142.201,118.444,1,1755.614,129.157,1
6,772.347,700.188,0.999989986,703.822,634.347,0.998960018,628.593,568.616,0.999930024,588.812,563.779,0.93246001,907.092,273.535,0.999759972,837.882,292.966,0.999689996,778.992,314.23,0.999939978,747.742,323.538,0.999970019,1093.079,316.244,0.999949992,1027.96,293.985,0.999260008,959.885,276.909,0.999989986,926.767,283.268,0.999979973,1120.435,167.457,0.999859989,1048.325,167.209,0.999989986,964.147,171.829,0.999480009,928.03,174.716,0.998179972,997.28,517.017,0.999979973,930.363,509.3,0.999989986,858.432,516.314,0.999989986,822.418,521.651,0.999800026,647.839,557.14,0.999989986,572.124,561.609,0.999800026,486.435,569.993,0.999920011,447.042,559.159,0.999759972,474.629,342.797,0.984059989,536.427,360.493,0.998619974,600.363,392.949,0.999689996,620.088,406.7,0.999220014,1029.744,374.298,0.98921001,1108.14,381.231,0.997370005,1185.934,384.348,0.980310023,1211.024,372.236,0.999279976,186.15,791.072,0.999989986,1622.703,769.156,0.999989986,222.423,185.62,1,1647.74,181.998,1,117.509,834.13,0.999989986,1731.449,809.906,0.999970019,142.273,118.399,1,1755.631,129.157,1
