scorer,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,topbackleftP,topbackleftP,topbackleftP,topbackrightP,topbackrightP,topbackrightP,topfrontleftP,topfrontleftP,topfrontleftP,topfrontrightP,topfrontrightP,topfrontrightP,bottombackleftP,bottombackleftP,bottombackleftP,bottombackrightP,bottombackrightP,bottombackrightP,bottomfrontleftP,bottomfrontleftP,bottomfrontleftP,bottomfrontrightP,bottomfrontrightP,bottomfrontrightP
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,1366.388454,413.8267358,1.0,1540.3271,353.3074988,1.0,1448.68836,374.870693,1.0,1585.93659,337.7505769,1.0,1705.03,452.849,0.999970018863678,1733.743,351.62,0.99031001329422,1754.53,263.076,,1760.2807402225246,211.5986228928201,1.0,1212.337,579.748,1.0,1312.633,565.815,0.9998499751091005,1405.851,548.049,0.9999899864196776,1447.151,527.324,0.999629974,1098.94,163.498,0.9999799728393556,1019.229,168.868,0.9999899864196776,936.955,168.368,0.9997599720954896,905.235,172.582,1.0,1285.619,352.783,0.9998400211334229,1224.587,384.015,0.9976699948310852,1168.237,415.683,0.999970018863678,1138.933,425.919,1.0,1244.444,198.437,0.9999600052833556,1201.618,263.271,0.9999899864196776,1129.575,273.009,1.0,1113.661,245.223,1.0,823.788,198.56,0.9994900226593018,919.094,194.714,0.9996899962425232,1017.134,197.076,1.0,1049.675,203.756,1.0,664.023441,475.1022206,1.0,493.0298504,483.9362565,1.0,569.921555,478.4989391,1,453.6355229,487.9207716,1.0,203.6375376,718.1211767,1,1536.939148,728.4064667,1,247.8943051,97.42431027,1,1710.67982,113.8102655,1,84.53316506,757.5561824,0.998570025,1740.350355,765.5188576,0.999729991,92.115,35.965,0.01,1830.609454,65.63921746,0.999930024
1,1366.388454,418.5639516,1.0,1540.3271,353.3074988,1.0,1448.68836,376.5816094,1.0,1585.93659,340.1514995,1.0,1705.03,455.945,0.9999099969863892,1733.917,358.475,0.9961900115013124,1755.561,264.73,0.2227499932050705,1756.0852206675738,221.4804022252461,1.0,1212.337,580.64,0.9999899864196776,1312.633,566.475,0.9999200105667114,1405.851,550.908,0.9999799728393556,1447.151,536.277,0.999849975,1099.349,163.498,0.9999499917030334,1025.788,168.868,0.9999899864196776,940.517,168.456,0.9997900128364564,910.362,173.95,1.0,1288.313,352.783,0.9995700120925904,1227.092,384.015,0.997060000896454,1172.796,415.683,0.9998700022697448,1140.168,425.919,1.0,1244.79,198.437,0.9999200105667114,1204.886,263.271,0.9999899864196776,1134.975,280.066,0.9999899864196776,1113.958,253.824,1.0,823.788,198.897,0.9996700286865234,919.094,195.1,0.9993600249290466,1017.177,197.076,1.0,1049.675,206.119,1.0,665.2164907,475.3626582,1.0,493.5353302,484.0658062,1.0,569.9411994,479.8830179,1,455.8304295,491.6709782,1.0,203.6375376,718.1211767,1,1536.939148,728.4064667,1,247.8943051,97.42431027,1,1710.67982,113.8102655,1,84.53316506,757.5561824,0.998570025,1740.350355,765.5188576,0.999729991,92.115,35.965,0.01,1830.609454,65.63921746,0.999930024
2,1366.388454,420.9440989,1.0,1540.3271,353.3074988,1.0,1448.68836,378.6164285,1.0,1585.93659,344.6940142,1.0,1705.03,466.743,0.9999600052833556,1733.917,363.848,0.9973700046539308,1756.434,265.868,0.9969099760055542,1767.501,218.3391424477708,1.0,1212.337,581.106,1.0,1312.633,566.823,0.9999099969863892,1405.851,555.279,0.9999399781227112,1447.151,542.136,0.999759972,1104.371,163.498,0.9999899864196776,1029.986,168.868,0.9999899864196776,947.007,168.499,0.9997599720954896,911.14,173.95,1.0,1291.332,352.783,0.9996500015258788,1228.67,384.015,0.9954400062561036,1174.547,415.683,0.9997100234031676,1141.686,425.919,1.0,1246.377,198.437,0.999970018863678,1207.853,263.271,0.9999899864196776,1141.092,284.45,1.0,1114.28,265.315,1.0,823.788,199.279,0.9991899728775024,919.566,195.3,0.9981099963188172,1017.177,197.076,1.0,1049.675,206.119,1.0,666.2800111,476.011104,1.0,494.2803749,484.883468,1.0,570.6714566,480.5756163,1,456.4217712,491.6709782,1.0,203.6375376,718.1211767,1,1536.939148,728.4064667,1,247.8943051,97.42431027,1,1710.67982,113.8102655,1,84.53316506,757.5561824,0.998570025,1740.350355,765.5188576,0.999729991,92.115,35.965,0.01,1830.609454,65.63921746,0.999930024
3,1361.871311,421.7696284,1.0,1535.152644,352.4439345,1.0,1448.030646,380.6918934,1.0,1582.163503,349.4133752,0.01,1703.37,472.142,0.9998400211334229,1733.748,367.813,0.9974200129508972,1755.92,265.868,0.9284399747848512,1770.438,226.1876620027217,1.0,1205.707,582.051,1.0,1308.094,567.592,0.9999799728393556,1403.212,556.612,0.9999600052833556,1444.48,547.768,0.999989986,1107.734,163.498,0.9999899864196776,1033.358,168.437,0.9999899864196776,950.537,169.767,0.9997199773788452,913.951,172.582,1.0,1294.723,351.641,0.9996700286865234,1234.467,382.734,0.9988800287246704,1179.366,411.515,0.9996799826622008,1146.079,425.335,1.0,1248.352,193.635,0.9998199939727784,1209.034,262.524,0.9999899864196776,1146.306,287.107,0.9999799728393556,1114.28,273.946,1.0,822.785,199.72,0.992330014705658,919.094,195.707,0.9984400272369384,1017.134,196.465,1.0,1046.447,206.119,1.0,667.2080911,477.3603266,1.0,495.0908279,484.883468,1.0,571.7163173,480.5756163,1,456.4217712,487.9207716,1.0,203.6375376,718.1211767,1,1536.939148,728.4064667,1,247.8943051,97.42431027,1,1710.67982,113.8102655,1,84.53316506,757.5561824,0.998570025,1740.350355,765.5188576,0.999729991,92.115,35.965,0.01,1830.609454,65.63921746,0.999930024
4,1356.941671,421.8429908,1.0,1530.052317,351.8206058,1.0,1443.832681,382.5247472,1.0,1576.333528,349.4133752,0.01,1702.752,477.816,0.9999899864196776,1733.743,373.543,0.9991999864578248,1756.434,275.501,0.9902600049972534,1767.2087402225247,246.0622206675739,1.0,1201.098,583.807,0.9999899864196776,1304.495,568.216,0.9999499917030334,1398.107,557.163,0.9999300241470336,1440.96,552.373,1.0,1111.437,163.498,0.9999799728393556,1039.482,168.044,0.9999899864196776,952.987,169.946,0.9988200068473816,919.272,172.582,1.0,1295.921,350.741,0.9998999834060668,1239.017,380.129,0.9995700120925904,1182.794,410.172,0.9998800158500672,1149.073,423.373,1.0,1249.016,190.982,0.9999799728393556,1209.302,261.365,1.0,1150.264,293.861,0.9999899864196776,1115.825,283.355,1.0,820.908,199.844,0.9988200068473816,918.631,196.53,0.9985100030899048,1013.648,194.646,1.0,1043.722,205.638,1.0,667.9948195,477.3603266,1.0,495.7925329,485.0069722,1.0,572.6797724,480.5756163,1,456.4217712,491.6709782,1.0,203.6375376,718.1211767,1,1536.939148,728.4064667,1,247.8943051,97.42431027,1,1710.67982,113.8102655,1,84.53316506,757.5561824,0.998570025,1740.350355,765.5188576,0.999729991,92.115,35.965,0.01,1830.609454,65.63921746,0.999930024
5,1351.688707,421.9666367,1.0,1525.578895,351.2444779,1.0,1437.879919,383.8317328,1.0,1569.554085,349.4133752,0.994560003,1699.844,484.666,0.999970018863678,1731.304,382.485,0.9987300038337708,1757.044,284.8,0.9463800191879272,1771.251,256.203,1.0,1198.671,584.358,1.0,1298.361,568.517,0.9999499917030334,1394.134,557.204,0.9999200105667114,1437.27,557.429,1.0,1115.797,164.5,0.9999499917030334,1045.025,167.868,1.0,955.102,170.401,0.9991999864578248,923.881,173.95,1.0,1298.732,349.089,0.9999499917030334,1240.775,379.461,0.9991499781608582,1184.722,410.0,0.9999200105667114,1153.553,420.642,1.0,1250.424,187.227,0.9999899864196776,1214.708,256.655,0.9999899864196776,1153.321,297.205,0.9999799728393556,1116.349,292.247,1.0,819.987,199.72,0.9991999864578248,917.881,197.221,0.999119997024536,1011.733,193.597,0.9999899864196776,1042.938,205.426,1.0,668.6342853,477.3603266,1.0,496.2113332,486.4946095,1.0,572.8092965,480.0345705,1,458.0536909,491.7901339,1.0,203.6375376,718.1211767,1,1536.939148,728.4064667,1,247.8943051,97.42431027,1,1710.67982,113.8102655,1,84.53316506,757.5561824,0.998570025,1740.350355,765.5188576,0.999729991,92.115,35.965,0.01,1830.609454,65.63921746,0.999930024
6,1346.211564,422.7556773,1.0,1522.045607,351.2444779,1.0,1435.233398,384.4974667,1.0,1563.199377,345.9468595,0.998870015,1699.097,489.244,0.9999899864196776,1730.606,388.504,0.9995399713516236,1757.276,291.102,0.9901400208473206,1771.251,259.835,1.0,1193.219,584.464,0.9999899864196776,1293.5,568.742,0.9999600052833556,1390.763,558.047,0.9997199773788452,1431.83,558.256,1.0,1120.435,167.457,0.9998599886894226,1048.325,167.209,0.9999899864196776,964.147,171.829,0.9994800090789796,928.03,174.716,0.999849975,1302.887,345.658,0.9998900294303894,1242.034,377.535,0.997730016708374,1187.935,408.962,0.9999300241470336,1157.804,420.269,0.999979973,1253.01,183.744,0.9999899864196776,1216.045,253.279,0.9999899864196776,1158.992,298.778,0.9999899864196776,1119.403,301.695,1.0,818.166,199.72,0.9995700120925904,916.384,197.42,0.999559998512268,1011.296,192.795,0.9999899864196776,1042.163,199.946,1.0,669.1205774,477.5428536,1.0,496.2466925,488.2635734,1.0,572.9893895,479.2982191,1,458.0536909,491.7901339,1.0,203.6375376,718.1211767,1,1536.939148,728.4064667,1,247.8943051,97.42431027,1,1710.67982,113.8102655,1,84.53316506,757.5561824,0.998570025,1740.350355,765.5188576,0.999729991,92.115,35.965,0.01,1830.609454,65.63921746,0.999930024
