scorer,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000,DLC_resnet50_L8FVJul4shuffle1_50000
individuals,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual1,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual2,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual3,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual4,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual5,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual6,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual7,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,individual8,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single,single
bodyparts,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,head,head,head,tailbase,tailbase,tailbase,midline2,midline2,midline2,tailtip,tailtip,tailtip,topbackleftP,topbackleftP,topbackleftP,topbackrightP,topbackrightP,topbackrightP,topfrontleftP,topfrontleftP,topfrontleftP,topfrontrightP,topfrontrightP,topfrontrightP,bottombackleftP,bottombackleftP,bottombackleftP,bottombackrightP,bottombackrightP,bottombackrightP,bottomfrontleftP,bottomfrontleftP,bottomfrontleftP,bottomfrontrightP,bottomfrontrightP,bottomfrontrightP
coords,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood,x,y,likelihood
0,746.351,673.045,0.9998700022697448,671.231,607.865,0.998960018157959,600.997,539.175,0.9999799728393556,586.419,513.134,1.0,992.917,374.103,0.9999399781227112,1032.865,321.701,0.9997900128364564,1101.1,289.642,0.9999799728393556,1125.177,296.4,1.0,543.6,395.482,1.0,568.163,332.414,0.9996600151062012,586.031,283.761,1.0,609.268,257.312,0.999629974,1302.85,482.529,1.0,1234.46,487.752,0.9999899864196776,1173.639,496.189,1.0,1145.495,510.645,1.0,882.8889554,299.3590857,1,847.5408417,449.0537874,1.0,865.8497978,363.33868,1.0,831.1632328,481.6613487,1.0,1333.415015,784.0473041,0.999610007,1454.97179,696.9877817,1.0,1413.342034,765.4297291,1.0,1434.16973,668.9221324,1.0,1101.728,624.584,1.0,1205.194,632.534,0.9998000264167786,1286.176,670.956,0.9996600151062012,1319.452,690.695,1.0,894.007,549.194,1.0,991.005,552.305,0.999970018863678,1087.123,548.053,1.0,1125.226,541.128,1.0,203.6375376,718.1211767,1,1536.939148,728.4064667,1,247.8943051,97.42431027,1,1710.67982,113.8102655,1,84.53316506,757.5561824,0.998570025,1740.350355,765.5188576,0.999729991,92.115,35.965,0.01,1830.609454,65.63921746,0.999930024
1,750.438,677.915,0.9999200105667114,675.844,608.429,0.9984099864959716,604.152,542.639,0.9975500106811525,588.299,528.869,1.0,992.917,379.787,0.9998900294303894,1032.865,322.037,0.9997000098228456,1101.1,289.642,0.9999600052833556,1125.564,296.4,1.0,543.6,399.841,0.9999899864196776,569.313,333.403,0.9999499917030334,586.031,285.775,0.9999899864196776,609.268,257.755,0.999849975,1304.247,483.202,1.0,1238.451,488.044,0.9999399781227112,1178.64,496.499,1.0,1150.961,510.645,1.0,883.8869161,300.8265811,1,849.1510189,449.1571826,1.0,865.8497978,363.33868,1.0,835.0977755,481.7011528,1.0,1333.415015,789.5204535,1.0,1464.670029,704.7691271,1.0,1413.342034,770.1935808,1.0,1449.916277,669.0193653,1.0,1101.728,626.927,1.0,1205.194,632.534,0.9998599886894226,1286.176,670.956,0.9960200190544128,1319.452,696.517,1.0,894.007,549.194,1.0,991.005,553.055,0.9999300241470336,1087.123,548.211,1.0,1125.226,541.128,1.0,203.6375376,718.1211767,1,1536.939148,728.4064667,1,247.8943051,97.42431027,1,1710.67982,113.8102655,1,84.53316506,757.5561824,0.998570025,1740.350355,765.5188576,0.999729991,92.115,35.965,0.01,1830.609454,65.63921746,0.999930024
2,754.944,683.566,0.9999899864196776,679.67,610.787,0.9987499713897704,610.255,550.728,0.9759899973869324,588.812,536.629,1.0,992.917,381.656,0.9999499917030334,1032.865,323.424,0.9999300241470336,1101.1,289.642,0.9998900294303894,1125.564,296.4,1.0,543.6,401.587,0.999970018863678,569.313,334.384,0.9989399909973145,586.031,286.38,1.0,609.268,260.184,0.999759972,1307.633,483.202,1.0,1241.712,489.623,0.9999899864196776,1180.639,496.499,1.0,1152.378,510.645,1.0,886.9978026,300.9661352,1,850.4074164,449.5271463,1.0,865.8497978,363.33868,1.0,837.4004033,482.6595984,1.0,1333.415015,793.3581729,1.0,1469.812825,713.1637283,1.0,1413.342034,772.4116909,0.999989986,1461.809524,674.2481392,1.0,1101.728,629.961,1.0,1205.194,632.534,0.9997100234031676,1286.176,670.956,0.992900013923645,1319.452,696.517,1.0,894.007,549.194,1.0,991.005,553.055,0.999779999256134,1087.123,548.373,0.999970018863678,1125.226,541.128,1.0,203.6375376,718.1211767,1,1536.939148,728.4064667,1,247.8943051,97.42431027,1,1710.67982,113.8102655,1,84.53316506,757.5561824,0.998570025,1740.350355,765.5188576,0.999729991,92.115,35.965,0.01,1830.609454,65.63921746,0.999930024
3,760.141,690.178,0.9999600052833556,685.139,614.799,0.9900500178337096,611.138,555.16,0.9973099827766418,588.299,547.268,0.01,992.752,385.06,0.9998599886894226,1032.865,324.293,0.9998400211334229,1097.356,283.168,0.9999300241470336,1125.177,290.102,1.0,542.294,402.872,0.9999600052833556,568.465,338.451,0.9975299835205078,585.799,288.492,1.0,602.571,260.184,0.999989986,1310.216,482.8,1.0,1244.572,489.908,1.0,1183.33,496.189,0.9999899864196776,1155.092,506.056,1.0,891.4385759,300.9661352,1,851.2815751,449.5271463,1.0,863.2181932,363.33868,1.0,839.2467609,482.0063784,1.0,1328.818685,795.7513863,1.0,1472.751442,720.5324649,1.0,1408.977741,772.4116909,0.999989986,1470.82266,680.7050027,1.0,1096.839,629.961,1.0,1198.47,630.413,0.9998599886894226,1280.658,663.996,0.9991700053215028,1312.167,696.517,1.0,892.312,548.199,1.0,989.087,553.055,0.9998700022697448,1083.607,548.373,0.9999899864196776,1124.218,536.103,1.0,203.6375376,718.1211767,1,1536.939148,728.4064667,1,247.8943051,97.42431027,1,1710.67982,113.8102655,1,84.53316506,757.5561824,0.998570025,1740.350355,765.5188576,0.999729991,92.115,35.965,0.01,1830.609454,65.63921746,0.999930024
4,763.426,690.901,1.0,693.684,624.399,0.9980199933052064,621.035,565.204,0.9965000152587892,588.299,547.871,0.01,991.48,387.355,0.9999399781227112,1032.034,326.802,0.9998400211334229,1092.024,283.168,0.9999300241470336,1115.129,286.73,1.0,540.034,405.309,0.999970018863678,568.276,340.347,0.9996700286865234,584.54,288.542,1.0,599.801,260.187,1.0,1313.049,482.8,1.0,1245.499,491.798,1.0,1185.669,493.092,1.0,1157.196,502.076,1.0,896.4261972,301.1582747,1,851.3260265,449.5271463,1.0,860.1572784,363.33868,1.0,841.8124932,482.0063784,1.0,1323.649781,796.2738264,1.0,1474.548385,725.7002571,1.0,1405.787793,772.4116909,0.999930024,1477.928872,685.4447881,1.0,1089.782,629.961,1.0,1191.84,630.116,0.999970018863678,1278.632,654.839,0.9998800158500672,1304.143,695.006,1.0,890.276,547.843,1.0,985.952,552.522,0.9998599886894226,1081.922,548.752,1.0,1121.555,536.103,1.0,203.6375376,718.1211767,1,1536.939148,728.4064667,1,247.8943051,97.42431027,1,1710.67982,113.8102655,1,84.53316506,757.5561824,0.998570025,1740.350355,765.5188576,0.999729991,92.115,35.965,0.01,1830.609454,65.63921746,0.999930024
5,766.763,695.766,0.9999099969863892,700.076,630.108,0.9984400272369384,625.426,567.956,0.9993900060653688,588.812,563.779,0.994560003,988.959,389.706,0.9999799728393556,1031.886,330.12,0.999750018119812,1091.633,281.424,0.6205000281333923,1107.355,279.415,1.0,537.865,408.186,0.9999099969863892,568.276,340.816,0.9998499751091005,584.131,289.98,1.0,597.151,263.83,1.0,1314.147,482.699,1.0,1247.475,492.08,1.0,1188.115,491.557,1.0,1157.907,495.195,1.0,901.1776273,303.2709467,1,851.3260265,448.6775096,1.0,857.3702346,363.7227325,1.0,846.2732451,482.0063784,1.0,1318.369197,796.2738264,1.0,1474.548385,729.3481866,1.0,1402.55248,772.2313389,0.999819994,1484.10135,689.3554622,1.0,1085.13,629.935,1.0,1186.004,630.116,0.9999799728393556,1275.426,649.761,0.9998400211334229,1303.225,684.453,1.0,885.763,547.125,1.0,983.256,552.522,0.9997599720954896,1079.219,549.434,0.9999600052833556,1118.684,536.103,1.0,203.6375376,718.1211767,1,1536.939148,728.4064667,1,247.8943051,97.42431027,1,1710.67982,113.8102655,1,84.53316506,757.5561824,0.998570025,1740.350355,765.5188576,0.999729991,92.115,35.965,0.01,1830.609454,65.63921746,0.999930024
6,772.347,700.188,0.9999899864196776,703.822,634.347,0.998960018157959,628.593,568.616,0.9999300241470336,588.812,563.779,0.998870015,987.828,391.121,0.9999300241470336,1029.606,333.927,0.9999399781227112,1078.089,279.91,0.9473999738693236,1099.295,273.216,1.0,535.416,408.92,0.9997699856758118,568.276,346.914,0.9993600249290466,582.741,295.129,1.0,592.133,267.089,1.0,1316.707,481.667,1.0,1249.921,492.08,1.0,1190.882,490.874,1.0,1161.235,490.534,0.999849975,905.0812287,306.6377516,1,851.3260265,446.064948,1.0,855.42501,365.6368175,1.0,852.9097952,480.9148097,0.999979973,1313.356517,796.2738264,1.0,1474.548385,732.4339791,1.0,1398.346234,772.2313389,0.999939978,1489.630865,693.8376326,1.0,1078.074,627.988,1.0,1179.354,630.116,0.999970018863678,1270.908,639.92,0.9998900294303894,1301.67,670.654,1.0,883.829,547.046,1.0,982.261,552.522,0.9998000264167786,1078.402,551.746,0.999970018863678,1115.51,536.572,1.0,203.6375376,718.1211767,1,1536.939148,728.4064667,1,247.8943051,97.42431027,1,1710.67982,113.8102655,1,84.53316506,757.5561824,0.998570025,1740.350355,765.5188576,0.999729991,92.115,35.965,0.01,1830.609454,65.63921746,0.999930024
